message,comment_author,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,,,
Dear Mark Zukerberg im praying for you I'm a warrior for Christ and you sir will be in my thoughts and prayers to help US!!! Be fair my friend you have the tools to do a great deal of good just be fair may truth set you free from the chains that bind you AMEN so be it let it be true,0,2018-02-24 20:19:32,1,1,0,0,0,0,0,0,,,
Joey Arrowood   yet it has been democrats calling for the death of the President and republican congress members and citizens.  Democrats who have did the school shootings .  Take two and go to bed.,0,2018-02-24 20:22:28,2,1,1,0,0,0,0,0,,,
"Nicklaus Lee because we the people do not want our freedoms taken, unlike most of the cowards in Europe",0,2018-02-24 20:23:34,1,1,0,0,0,0,0,0,,,
Nicklaus Lee When will you get it through your head that the problem is not the guns but the people using them. How many people are killed each week with cars? Where is the out cry to confiscate or not sell cars?,0,2018-02-25 03:14:04,0,0,0,0,0,0,0,0,,,
"JoAnne Richardson, you have to pass a test and have a license to drive a car, ffs.",0,2018-02-25 05:08:18,1,1,0,0,0,0,0,0,,,
"We have enough American's on welfare not working,  we sure don't need to bring in foreigners to support also",0,2018-02-24 12:41:18,179,161,9,0,8,0,1,0,,,
"There are many things we can do to TRIM things to be more efficient and logical with our spending to be fair... ex-

Section 8 relocation plans... Dr. Ben & Candy Carson
right now there are tons of people sitting in HIGH DOLLAR rent areas and they are getting gov money, if they are not working - does it not make sense to relocate them to other parts of nation where housing is not as expensive?  Like, why does it matter where they are sitting if we are just paying for them to sit?",0,2018-02-24 12:48:31,3,3,0,0,0,0,0,0,,,
Neil Kenes fair is end hand outs and everyone  works,0,2018-02-24 13:05:44,4,4,0,0,0,0,0,0,,,
Americans. No apostrophe. Even my foreign-born wife knows that.,0,2018-02-24 13:24:35,4,3,0,0,1,0,0,0,,,
Most of the deadbeats are Trump's republican base.,0,2018-02-24 13:44:19,1,0,1,0,0,0,0,0,,,
"Wake up, immigrants can not collect welfare.",0,2018-02-24 13:46:56,2,2,0,0,0,0,0,0,,,
Melania's parents live in the White House!! They came here through chain migration!,0,2018-02-24 13:57:08,2,1,0,0,1,0,0,0,,,
Agree. Welfare needs to be revise.,0,2018-02-24 14:04:56,0,0,0,0,0,0,0,0,,,
John Strom you are ignorant! Demorats are voted in by theses deadbeats! Republicans are the fuel that demorats use to give to you and your deadbeats!,0,2018-02-24 14:15:11,0,0,0,0,0,0,0,0,,,
"Yes, and look how educated and successful she is. ...Your point was a waste of time. Cut back on your carbon footprint you're wasting precious internetz.",0,2018-02-24 14:22:33,1,1,0,0,0,0,0,0,,,
Kenneth McIntyre I think it's from not checking on spellcheck until after one posts.,0,2018-02-24 14:28:39,0,0,0,0,0,0,0,0,,,
"Maida many people think that immigrants can't collect welfare, PA,.... That is not totally the case.  I welcome you to read this link from the Dept of Health and human Services  govt sight
https://aspe.hhs.gov/hsp/11/ImmigrantAccess/index.shtm",0,2018-02-24 14:29:58,0,0,0,0,0,0,0,0,,,
Elizabeth Burton Steere at least they're not on welfare!!,0,2018-02-24 14:31:18,0,0,0,0,0,0,0,0,,,
"Leslie dear, you mean like all the farmers on welfare who get subsidies NOT to grow crops....",0,2018-02-24 14:36:22,0,0,0,0,0,0,0,0,,,
Elizabeth Burton Steere Legally Moron!!!,0,2018-02-24 14:36:39,0,0,0,0,0,0,0,0,,,
If America provided more work for the people there wouldn't be so many on unemployment. If companies took care of their employees there wouldn't be so much unemployment. If our education system was better we wouldn't be in the predicament we are in.,0,2018-02-24 14:37:55,1,1,0,0,0,0,0,0,,,
Clueless some?,0,2018-02-24 14:41:55,0,0,0,0,0,0,0,0,,,
"Now that is what a true Christian sounds like...
You keep representing your faith in the wonderful way you are...",0,2018-02-24 14:43:27,2,1,0,0,0,0,1,0,,,
We do not live on Welfare. Be upset with the ones that are collecting Welfare!!,0,2018-02-24 14:48:25,1,1,0,0,0,0,0,0,,,
Kenneth McIntyre I too don't like that. I am an American of Cuban descent...NOT a Cuban-American.,0,2018-02-24 14:51:51,0,0,0,0,0,0,0,0,,,
We need foreigners to come and work so they can pay for Americans on welfare.,0,2018-02-24 14:53:55,2,1,0,0,1,0,0,0,,,
Leslie D Long You are as delusional freak as Your president DumB #MAGA LOL,0,2018-02-24 15:04:02,3,1,0,0,1,0,1,0,,,
Leslie D Long i don't know you but i love. you are right,0,2018-02-24 15:04:21,2,0,1,0,1,0,0,0,,,
"legal immigrants have sponcors who are responsible for that person/people 100%,these people cant be on welfare",0,2018-02-24 15:08:08,2,1,0,0,1,0,0,0,,,
"Tammy Marie Makuta If government got out of the way, business would be able to do much of what you speak of... and that's exactly what Pres. Trump is doing by removing regulation, reducing taxes, and paving the way for companies to reinvest in America... grow their businesses, hire more people...",0,2018-02-24 15:08:27,1,1,0,0,0,0,0,0,,,
Farhan Sadiq Ali Ahmed no voice here... take a hike...,0,2018-02-24 15:09:04,3,2,0,0,1,0,0,0,,,
Cindy Johansen face the truth haha,0,2018-02-24 15:15:14,0,0,0,0,0,0,0,0,,,
"Anna Bresovski , Legal illegal get it. We support illegals and are getting freakin sick of it..",0,2018-02-24 15:15:53,1,1,0,0,0,0,0,0,,,
"Farhan Sadiq Ali Ahmed , It is always good to get the views of those that have access to mud hut gossip. No it's not. Shut up and look for a hair saloon that has a lawn mower.",0,2018-02-24 15:26:46,0,0,0,0,0,0,0,0,,,
Are you native american? No then someone in your family tree was a foreigner. Did they get any support from someone or something? Careful- you might sound hypocritical.,0,2018-02-24 15:38:42,2,2,0,0,0,0,0,0,,,
Richard S Mark I m scared After looking you Profile photo .. Grow up nd stop leaving your childish arrogant comments here :-D,0,2018-02-24 15:39:24,0,0,0,0,0,0,0,0,,,
"Immigrants are NOT illegals.  Illegals are NOT immigrants.  No DACA,  No amnesty.  No anchor babies.  No chain migration.  No lottery.  Build that yuuuuge, beautiful wall.",0,2018-02-24 15:50:28,1,1,0,0,0,0,0,0,,,
"that's why President Trump wants only quality immigrants to come in and then only a limited number.  Extreme vetting and if there's  a question, then the answer is NO.",0,2018-02-24 15:52:51,2,2,0,0,0,0,0,0,,,
careful- you might sound hypocritical,0,2018-02-24 16:02:18,0,0,0,0,0,0,0,0,,,
"Mark Hammond , When Trump married Melanie she was an illegal and the only reason her parents are now legal is because of chain immigration. That's a lot of what you all hate in others.",0,2018-02-24 20:10:35,0,0,0,0,0,0,0,0,,,
"I love how the trolls on here are first to insult his wife when she has done nothing to be insulted for. If we insulted a ""dreamer"" they would have a cow! Karma kids... ""Life is like a wheel, what goes around comes around.""",0,2018-02-24 12:56:11,165,150,9,0,4,2,0,0,,,
"Bots bots bots ya, there going to lie 2 u ya!!! Lol",0,2018-02-24 13:11:54,0,0,0,0,0,0,0,0,,,
Could you imagine insulting Mitchell Obama!,0,2018-02-24 13:16:15,7,7,0,0,0,0,0,0,,,
"David Jones,
Don't ya mean ""MICHAEL""?",0,2018-02-24 13:27:43,5,3,0,0,2,0,0,0,,,
"You know David Ruffer, there are just ugly people inside and out~~~",0,2018-02-24 13:27:49,3,3,0,0,0,0,0,0,,,
"No insult intended, just that he takes advantage of the system to get citizenship for his wife & her parents then says others must have merit",0,2018-02-24 13:39:12,4,4,0,0,0,0,0,0,,,
that is then this is now,0,2018-02-24 13:41:05,0,0,0,0,0,0,0,0,,,
Hey David Ruffer - speaking of insults. Here is one from your timeline. How dare you disrespect the President. Karma dude. https://www.facebook.com/photo.php?fbid=118364809466&set=a.69191334466.94970.738399466&type=3&theater,0,2018-02-24 13:43:52,0,0,0,0,0,0,0,0,,,
Sam Borgens Tell me Sam: do you defend Trump adultery? Lies? Ignorance?,0,2018-02-24 14:04:46,0,0,0,0,0,0,0,0,,,
"I don’t think people care that Melania bent the rules, it’s the hypocrisy they are calling out.",0,2018-02-24 14:09:33,3,3,0,0,0,0,0,0,,,
Heather Elisabeth Randolph Pretty sure none of them will ever be on welfare......gimme a break.,0,2018-02-24 15:03:57,0,0,0,0,0,0,0,0,,,
You said it she has done nothing but carpet munching.,0,2018-02-24 15:29:45,0,0,0,0,0,0,0,0,,,
"No one is insulting Melania.  She did what most decent immigrants would do:  sponsored her parents to immigrate to the US.  What we are outraged about is the hypocrisy of Trump, calling us ""evil snakes"", without mentioning his wife's actions.  People who live in glass houses shouldn't throw stones.",0,2018-02-24 15:32:42,4,4,0,0,0,0,0,0,,,
"Linda Kohnen Melania's parents came about five years ago in what Trump now calls ""evil chain migration"".",0,2018-02-24 15:33:41,1,1,0,0,0,0,0,0,,,
"Mike Fearon my mother and my sister, whom my father and I sponsored were never on welfare.  Shame on you for insulting them.",0,2018-02-24 15:34:46,2,2,0,0,0,0,0,0,,,
Trump's parents-in-law got visas through chain-migration means. That's a hypocritical. Or are the Trump family and his millionaire cronies exempt from his white nationalist policy?,0,2018-02-24 15:45:55,0,0,0,0,0,0,0,0,,,
"Melania said she was going to go after online bullying...when Trump...need I say more?

Melania came to the US so she could prostitue herself.  Trump wants merit?  Well I guess he *does* have a thing for women.",0,2018-02-24 15:47:12,0,0,0,0,0,0,0,0,,,
He wants people here with merit and that will contribute to society-what will Mel's... Parents contribute?,0,2018-02-24 16:01:21,2,2,0,0,0,0,0,0,,,
Something you need to remember David..,0,2018-02-24 16:02:04,2,2,0,0,0,0,0,0,,,
His wife got citizenship legally. She loves America and learned our language. She is graceful and I am proud to call her our First Lady. A First Lady who is an immigrant who became an American 100 percent legally. It should tell you something that the obamas both were stripped of there attorney licences. They are take phony race baiting war causing lying pieces of crap. TRUMP IS AMAZING. NONE CAN TELLHIM WHAT HE SHOUKD AND SHOULDNT SAY. HE IS 100 PERCENT HONEST WITH HIS PEOPLE. WE THE PEOPLE VOTED AND WON. Even with all the fraudulent votes hillary tried to win with. WE WILL VOTE AGAIN AND WE WILL WIN AGAIN. AND THIS COUNTRY WILL GET STRONGER AND LESS IN DEBT THAN EVER BEFORE.,0,2018-02-24 16:26:26,0,0,0,0,0,0,0,0,,,
Linda Kohnen I guess he can send them back to their country if they have no merit.,0,2018-02-24 16:43:00,2,2,0,0,0,0,0,0,,,
David Ruffer Funny yours is the first comment mentioning her name.,0,2018-02-24 18:26:28,0,0,0,0,0,0,0,0,,,
"David Ruffer - you're obviously a bit slow. The primary reason that Melania is being criticized is BECAUSE she's done nothing. She accepted the position as FLOTUS by staying married to that serial adulterer, so the fact is that she's just as useless as he is. Her only mitigating factor is that her incompetence isn't a malignant cancer on the country. Hope that clears up your confusion.",0,2018-02-24 18:50:11,3,2,0,0,0,0,1,0,,,
"To paraphrase another politician: ""It's the HYPOCRISY, stupid!""",0,2018-02-24 19:30:25,0,0,0,0,0,0,0,0,,,
"Melissa, wow ! if you can't forgive people for their past faults, makes me wonder what merits you have to offer this country besides whining and finger pointing. Well, what's your contribution ?",0,2018-02-24 19:39:13,0,0,0,0,0,0,0,0,,,
Andy Johnston I believe she cam legally !,0,2018-02-24 20:05:52,1,1,0,0,0,0,0,0,,,
"Sharon, Melania did come to us proper and has the papers to prove it. She also never took one dime from welfare or free housing. She is a good friend and now our First Lady. I can't understand why these haters want to hurt such a fine citizen. She does speak english well but with a cute accent.",0,2018-02-24 20:27:48,0,0,0,0,0,0,0,0,,,
Tracy Stiltner hard to forgive people for their past mistakes if they don't change their behavior. Don the Con is a prime example if you know his background.,0,2018-02-24 20:37:16,0,0,0,0,0,0,0,0,,,
"Darrell, typical hate from a lefty is one thing i have a problem forgiving. You had to toss in some name calling to drive your point home too. You people are totally irritating, waste of good oxygen.",0,2018-02-24 20:49:33,0,0,0,0,0,0,0,0,,,
"And Nunes lied about the Yahoo news story. Nunes claimed the DOJ used the Yahoo story as proof of the Steele dossier. No. The article was used to quote Page’s denials of secret Moscow meetings, which makes the meetings all the more suspect.",0,2018-02-24 20:58:40,0,0,0,0,0,0,0,0,,,
"Your comment made me smile.  I haven't heard the expression ""have a cow"" in years.  Brought back a lot of happy memeories. Btw, I agree with you.  :)",0,2018-02-24 21:53:42,0,0,0,0,0,0,0,0,,,
"David, Boy are you RIGHT!!! She HAS done NOTHING!!!😄😄😄😄😄😄😄😄😄😄😄😄😄😄",0,2018-02-25 02:52:38,1,1,0,0,0,0,0,0,,,
P.S. Never blame a hooker for the CRIMES her trick commits!!!,0,2018-02-25 02:54:31,1,1,0,0,0,0,0,0,,,
"He's absolutely right.  Google what's happening in Germany right now, today.   You'll never get the scoop from the mainstream media.  I pray he continues to blast the libs and make us a sovereign nation once again.",0,2018-02-24 13:05:25,142,127,7,1,6,0,1,0,,,
Sam Borgens I see you live in California the land of fruits and nuts.  You have no say in anything.,0,2018-02-24 13:15:02,5,5,0,0,0,0,0,0,,,
Germany is even offering to pay those people to go back to their country of origin! They have destroyed Germany!,0,2018-02-24 13:26:45,9,8,0,0,1,0,0,0,,,
Ya you have to get your news from Lying Dirty Don or Lying Fox news. the main stream media isn't lying. don't let these Russian trolls fool you.,0,2018-02-24 13:51:15,1,1,0,0,0,0,0,0,,,
"My family and I lived in Germany for three years in the 80's. It was a beautiful clean country with fresh air.  We were not afraid to walk the streets, take the metro, go to restaurants. I would not live there today, it has been destroyed. I do not want that to happen to our country......",0,2018-02-24 13:56:28,14,12,0,0,0,0,2,0,,,
"Google what Merckle is saying about her country.  It's too late, the caliphate began in Europe.  Hopefully Trump can stop it here and bring the USA back to a safe sovereign country.",0,2018-02-24 13:58:43,6,6,0,0,0,0,0,0,,,
John Strom Dream on Bullwinkle.,0,2018-02-24 14:10:39,1,1,0,0,0,0,0,0,,,
John Strom....the MSM is all lies! You can hate President Trump but he for America and American citizens! 🇺🇸♥️🇺🇸♥️🇺🇸,0,2018-02-24 14:11:18,0,0,0,0,0,0,0,0,,,
"In your dreams Trumpflakes. Drumpf will Never be our ""Supreme Ruler"". SMH you comment like Russian bots...bow down to Trump. Then go get your shine box!",0,2018-02-24 15:14:16,2,2,0,0,0,0,0,0,,,
He is your President Miguel Estrada . You're just to stupid to know what The President means. I got something for you to polish. You don't even need your hands.,0,2018-02-24 15:50:26,1,1,0,0,0,0,0,0,,,
Do you people have any idea what sovereign means?,0,2018-02-24 16:00:43,2,2,0,0,0,0,0,0,,,
"Andy Johnston yes, but I take it you don't.  The United States is a sovereign nation. Sovereignty is a simple idea: the United States is an independent nation, governed by the American people, that controls its own affairs. The American people adopted the Constitution and created the government. They elect their representatives and make their own laws.",0,2018-02-24 16:05:32,6,6,0,0,0,0,0,0,,,
"Miguel Estrada , Sorry I am going to have to ask you leave.",0,2018-02-24 16:13:11,3,3,0,0,0,0,0,0,,,
Andy Johnston < what's you take. Ando,0,2018-02-24 16:15:12,0,0,0,0,0,0,0,0,,,
"So Jan Jurgielewicz << wants Trump did get rid of all the immigrants. There is so much irony in that post, starting with the name, I'm just going to leave it here.",0,2018-02-24 18:03:46,0,0,0,0,0,0,0,0,,,
Nancy Horrocks Fannin das ist richtig. Deutschland ist sehr gut! Trumpeters sind verrückt. ,),0,2018-02-24 18:06:13,1,0,0,0,1,0,0,0,,
Trump zombies love these fear based postings.   Without the fear - Trump is seen for what he is. One Bad Hombre!,0,2018-02-24 18:44:25,2,0,0,0,0,0,2,0,,,
"Jan I live 2 miles from the German border. I am there at least 3x a week. Germany is doing perfectly fine, I dont need Google to come to a conclusion like that. You can also find on google news that Elvis is still alive, or Trump supporters have a brain..",0,2018-02-24 18:49:29,9,6,0,1,1,0,1,0,,,
Idiot,0,2018-02-24 19:02:00,0,0,0,0,0,0,0,0,,,
There is PLENTY of info about the major problems Germany is having. Say what you want.,0,2018-02-24 19:07:41,1,1,0,0,0,0,0,0,,,
"Trump means nature of snake is always the snake, no matter how pity or bad condition they are, they r not deserved to be accepted n helped by us, look at those evil ideology nations, look at Germany,France,Belgium, n UK, n even Sweden, after admitting those evil species, terror attack keep always occurring, girls keep always been raped,after Germany admitted more than 1 m this type of population, plenty of German girls were raped!!!!!!!!",0,2018-02-24 19:08:12,0,0,0,0,0,0,0,0,,,
Troll,0,2018-02-24 19:13:30,0,0,0,0,0,0,0,0,,,
"Jennifer Gray Robison - There may be some problems in Germany, what country doesn't have them.. Compared to America it is nothing though..  Look at America.. Shootings 24/7, mass shootings more often than not, killings an every day norm, hate, bigotry, to name just a few..  Germany is just fine.. Pretty safe too.. No worries about getting shot while out and about.. No gun happy police running amok.. No armed schools guards..  Kids (and adults alike) feeling pretty safe in schools, on streets, public transportation., what have you.. And Germany has a great health system..  Can you say the same about your country?",0,2018-02-25 01:08:19,1,1,0,0,0,0,0,0,,,
"Terry Walker - Exception, not normality in Germany..     Talking about more than one wife.. https://www.polygamy.com/articles/7170056/polygamy-in-utah-usa",0,2018-02-25 02:49:26,0,0,0,0,0,0,0,0,,,
"Jan Jurgielewicz  google how to write Merkel right you stupid s***head. And stop talking about a country you dont live in, we are not such a**holes like you",0,2018-02-25 06:21:42,0,0,0,0,0,0,0,0,,,
"Don't underestimate the First Lady, She is very intelligent, has her own business, and doesn't expect us to support her.  Melaina also worked and got her Citizenship.  Trump said  children or parents would be accepted. Not aunts and all her family, uncles and all his family cousins and all their families etc. this is chain migration. This can count up to thousands of people.",0,2018-02-24 13:01:26,112,102,2,1,7,0,0,0,,,
She can't give her own speeches without stealing,0,2018-02-24 13:05:06,9,6,0,0,2,0,1,0,,,
Great post Paula. See the uninformed big mouths posts above: Evan and Mike. Sad ones,0,2018-02-24 13:11:45,1,1,0,0,0,0,0,0,,,
so the woman who flaunted her tits to get where she is is a role model...see her post on the curling team...wd the white and blue...errmmm..wheres the red gone?,0,2018-02-24 13:43:10,5,4,0,0,0,0,1,0,,,
"Yes, she apparently worked without a valid work visa and won't show evidence of when she got that work visa.",0,2018-02-24 13:45:56,8,5,1,0,1,0,1,0,,,
"She was an ILLEGAL IMMIGRANT who posed NUDE. Her parents just received citizenship through ""CHAIN MIGRATION!"" 
Hypocrites-""R""-Us!",0,2018-02-24 14:06:22,13,8,2,1,1,0,1,0,,,
Too LATE. ALL INDIANS ARE IN U.S. ALREADY.,0,2018-02-24 14:28:51,3,2,0,1,0,0,0,0,,,
Иди Скатули Did you forget to switch your profile from Cyrillic again?,0,2018-02-24 15:08:51,1,1,0,0,0,0,0,0,,,
Please click on the link by Adam Kingdons name and tell me if this is fair.,0,2018-02-24 15:09:10,0,0,0,0,0,0,0,0,,,
Sara Huddleston How do you steal a speech?,0,2018-02-24 15:11:59,0,0,0,0,0,0,0,0,,,
First Lady is a pussy I’m sure Barron Trump is Stormy Daniels son not hers.,0,2018-02-24 15:14:14,0,0,0,0,0,0,0,0,,,
Tommy Lannom Can you show documentation to support your claim? I will wait.,0,2018-02-24 15:15:26,0,0,0,0,0,0,0,0,,,
Doesnt she live and travel on tax payers money?,0,2018-02-24 15:19:55,3,3,0,0,0,0,0,0,,,
"Modeling. Yes, an essential occupation for a work visa, and a good reason to let the model's parents enter the country.",0,2018-02-24 15:46:45,0,0,0,0,0,0,0,0,,,
"Tommy Lannom you and the other ignorants should be ashamed of your stupidity, and even more ashamed of broadcasting it.",0,2018-02-24 16:26:27,2,2,0,0,0,0,0,0,,,
Her own business? What is that business? Hotus call girl service?????,0,2018-02-24 16:34:48,5,4,0,0,0,0,1,0,,,
Biz kimmiyiz 40 çerisiyle çin sarayını basan kürşad avrupaya aman dileten atilla korkusundan çin seddi yaptırılan mete han gemileri karadan yürütüp çağ açıp çap kapatan fatihin torunlarıyız ayağınızı denk alın,0,2018-02-24 17:19:41,0,0,0,0,0,0,0,0,,,
"Sara Huddleston... you're just jealous because she is a very beautiful first lady like Jackie Kennedy, dresses classy, is intelligent, speaks at least five different languages, is intelligent, has a great body and face... All the things that you don't have. Grow up! Your jealousy and ignorance is showing.",0,2018-02-24 17:31:07,6,2,1,0,3,0,0,0,,,
 [[STICKER]],0,2018-02-24 18:11:24,2,2,0,0,0,0,0,0,,,
"I’m not sure if this is true, but if all immigrants looked like ivana id open the gates in a second 😂😂😂",0,2018-02-24 18:13:29,0,0,0,0,0,0,0,0,,,
"Yeah right 🤣🤣🤣🤣
Melania worked as being NUDE!!!
🤣🤣🤣🤣🤣",0,2018-02-24 18:29:15,2,1,0,0,0,0,1,0,,,
"Deborah Farris If you do not know what her business is, why would you slander her with lies.",0,2018-02-24 18:40:22,1,1,0,0,0,0,0,0,,,
Paula can we be friend,0,2018-02-24 21:17:25,0,0,0,0,0,0,0,0,,,
"Paula, Her name is Melania. Learn to SPELL! It's obvious you're a Trumpster!!!",0,2018-02-25 02:57:04,1,1,0,0,0,0,0,0,,,
"it's how it was 200 years ago when they come into Ellis Island, if the people didn't have a way to support them selves they were not permitted to stay.",0,2018-02-24 12:49:50,124,114,5,1,4,0,0,0,,,
Or they needed a sponsor...,0,2018-02-24 12:53:17,3,3,0,0,0,0,0,0,,,
Exactly,0,2018-02-24 13:00:14,3,3,0,0,0,0,0,0,,,
That was called vetting.,0,2018-02-24 13:01:52,1,1,0,0,0,0,0,0,,,
now you just  have a kid with  an american  women  and get  welfare,0,2018-02-24 13:01:53,2,2,0,0,0,0,0,0,,,
"Ron, Let's hope Melania's parents are ABLE to work!!!",0,2018-02-24 13:06:37,1,1,0,0,0,0,0,0,,,
Debra Mulgrew demo way,0,2018-02-24 13:06:49,1,1,0,0,0,0,0,0,,,
Judy Johnson Dream on Bullwinkle.,0,2018-02-24 13:10:52,1,1,0,0,0,0,0,0,,,
"Matt enders apparently  you haven't been to one of our big cities you already have china,india,russia,cuba and other countries already within our borders.ppl need to quit being blinded by polititions on either side every time someone new comes i to office they have there own ideas of what should be done.everybody wants this wall for what it's not going to stop nothing they have drones now that deliver and the worm a tunnel digging machine will dig under go look at the past great ideas that never got completed fences that are falling down towers that aren't manned anymore motion sensors that don't work armed patrols is what they need lay a couple of rounds there way they will go back.they will be able to bring the drones down and could hear if tunnels or traffic is around.will the wall be capable of that.",0,2018-02-24 13:17:53,1,0,0,0,0,1,0,0,,,
Judy Johnson Melania parents live in her home country... not USA,0,2018-02-24 13:28:49,4,2,1,0,1,0,0,0,,,
Well what is wrong about saying we could benefit by scientists or engineers. Every immigrant doesn't have to pick grapes or lettuce,0,2018-02-24 13:38:55,1,1,0,0,0,0,0,0,,,
Karen Lee Petterson Gatto there wasn't sponcers then it was make or break,0,2018-02-24 13:41:56,1,0,1,0,0,0,0,0,,,
Someone failed history class.,0,2018-02-24 13:51:47,2,2,0,0,0,0,0,0,,,
"OK, history moron...
If Ellis Island opened as an immigration station Jan. 1 1892, and it is now 2018, how did you come up with your 200 year statement?",0,2018-02-24 14:32:02,0,0,0,0,0,0,0,0,,,
OR A FAMILY MEMBER OR A CHURCH THAT WOULD BACK YOU UP AND MAKE SURE YOU DID WHAT YOU PROMISED AND BECOME A NATURALIZED CITIZEN .,0,2018-02-24 15:52:14,1,0,1,0,0,0,0,0,,,
Absolutely,0,2018-02-24 16:12:22,1,0,1,0,0,0,0,0,,,
"Joyce Truitt-Geis - keep up here! They are legal, permanent residents, i.e. green card holders. Can you say ""chain migration""?",0,2018-02-24 18:00:17,2,1,1,0,0,0,0,0,,,
Paupers were turned away. And that is what we getting today from these economically failed nations. The old European landless farmer knew how to work the land. The Jew did even better. Was educated and knew how to work finances.,0,2018-02-25 00:49:58,0,0,0,0,0,0,0,0,,,
This is just common sense but you would not realize it when the Democrats are so totally against it. This little example of the snake shows exactly why we want people who can contribute to our society.,0,2018-02-24 12:39:31,94,87,2,0,4,0,1,0,,,
Yes,0,2018-02-24 12:54:23,4,4,0,0,0,0,0,0,,,
No it doesn’t,0,2018-02-24 12:58:32,0,0,0,0,0,0,0,0,,,
Wake up Patriots and realize how the midterms are important! 60+ votes in the senate and keeping house majority should be our goal and easily attainable if we would all stand up and fight the good fight!,0,2018-02-24 13:05:07,6,5,1,0,0,0,0,0,,,
Trump IS a snake!!! So is Ryan and McConnell!!!,0,2018-02-24 13:07:31,2,1,0,0,1,0,0,0,,,
"Lee Mcclelland LMAO it is a no from a Liberal/DemoncRAT NO from you, a  nothing.",0,2018-02-24 13:09:00,0,0,0,0,0,0,0,0,,,
Judy Johnson Dream on Bullwinkle.,0,2018-02-24 13:14:15,1,1,0,0,0,0,0,0,,,
Trump is the only leader who can confront evil the world is facing right now. I have no sympathy wit liberal mindset that cannot defend the truth,0,2018-02-24 13:20:56,3,3,0,0,0,0,0,0,,,
"Judy Johnson Hatred is a “heart” sin, and any hateful thought or act is an act of murder in God’s eyes for which justice will be demanded, possibly not in this life but at the judgment. 

So heinous is the position of hate before God that a person who hates is said to be walking in darkness, as opposed to the light (1 John 2:9, 11). 

Hatred is a poison that destroys from within, producing bitterness that eats away at your heart and mind. 

This is why the Scriptures tell us not to let a “root of bitterness” spring up in our hearts (Hebrews 12:15).",0,2018-02-24 13:50:22,2,1,0,0,1,0,0,0,,,
The democrats have No Common Sense.,0,2018-02-24 13:59:01,3,3,0,0,0,0,0,0,,,
just because trump said so doesn't mean its true. we have always had merit based immigration. trump manufactured a way to attack legal immigration but in reality anyone coming in legally knows its not easy.,0,2018-02-24 14:02:20,1,0,0,0,1,0,0,0,,,
"The snake allegory implies all Dreamers are going to bite the hand that feeds. But to deny them the ability to stay and continue to prove themselves would be like traveling the globe and wiping out anything and everything that even resembles a snake, discriminant of whether or not it poses a threat. 

To put it another way, you don't castrate every male on Earth because of one rape. You don't cut off everybody's hands because of one theft.",0,2018-02-24 14:04:36,0,0,0,0,0,0,0,0,,,
"James Knott, trump spews bitterness.",0,2018-02-24 14:16:15,2,0,0,0,2,0,0,0,,,
The real snake is in the Oval Office. Our country's decline is assured.,0,2018-02-24 14:48:20,3,0,0,0,3,0,0,0,,,
Robert Wietor Obama managed the decline of this nation to the point that it will take years and lots of Work by people who Work to fix the mess Obama made.,0,2018-02-24 14:53:45,4,3,1,0,0,0,0,0,,,
"Robert Wietor You must not know anything about  economics and what makes our country great. Obama did all he could to stop this but Trump is bringing it back, thank God.  I bet you even hate capitalism, while you collect a wonderful paycheck And have no idea  why you get one.  Switch to a channel that tells the truth and quit listening to fake news.",0,2018-02-24 14:59:57,4,4,0,0,0,0,0,0,,,
"Michael Bruce No, Trump spews hope",0,2018-02-24 15:01:18,3,3,0,0,0,0,0,0,,,
President Trump gave us back Hope instead of lying to us....Obama hates this country and so do many liberal democrats...,0,2018-02-24 15:07:37,1,1,0,0,0,0,0,0,,,
Harold Muxlow Sr. what does make America great? And what is it that obama did to stop it ?,0,2018-02-24 15:11:00,2,1,0,0,1,0,0,0,,,
"Jason Humphrey OMG, I wish I had more time to explain it, but there is so much. How about Obama’s stopping things like the two pipelines that needed to be built. How about letting Isys run rampant in the Middle East without doing anything  about it, Trump has already snuffed them  out. How about letting our trade imbalance run rampant, How about fomenting Racial divide.  Have you ever heard of North Korea and he let them build nuclear weapons without doing a thing.  Illegals flooding our nation drawing welfare benefits while people that deserve it get nearly nothing.  46 million people on food stamps, Mega millions unemployed, stock market stagnant, and you can’t blame Bush for it eight years later And I hated Bush.  Do you have any idea what the TPP, or, the climate accord would have done to this country. Start listening to truthful news, turn off CNN and find out where the real truth is. Obama was the worst President that there has ever been.  I could go on for an hour but I just don’t have time to tell someone that they are not getting real news.",0,2018-02-24 15:28:33,3,3,0,0,0,0,0,0,,,
"Lindon King Matthew , Oh ya , I don't think what you said is true. Your words ""we have always had merit based immigration "" get outta town man we don't need a forth stooge.",0,2018-02-24 15:42:05,1,1,0,0,0,0,0,0,,,
Trump only wants white russians and Norwegians,0,2018-02-24 15:50:30,0,0,0,0,0,0,0,0,,,
Robert Wietor you keep forgetting!  Obummer and his crew are out.  tsk tsk.  forget your memory pills agin?,0,2018-02-24 17:33:51,1,1,0,0,0,0,0,0,,,
Judy Johnson better get your glasses changed.  You didn't see the scales on Obummer or Killary did you?,0,2018-02-24 17:36:22,1,1,0,0,0,0,0,0,,,
